repoName,title,url,lockReason,labels
ladybug-tools/ladybug,Allow the editing of specific datetimes in the Wea object,https://github.com/ladybug-tools/ladybug/issues/265,,"['bug', 'question', 'released']"
arecker/bennedetto,adding transaction results in time zone warning,https://github.com/arecker/bennedetto/issues/78,,"['bug', 'up for grabs']"
kimchi-project/wok,"Wok Activity log does not show time zone, which gives wrong info if timezone is changed.",https://github.com/kimchi-project/wok/issues/102,,[]
ansible/ansibullbot,TypeError: unsupported operand type(s) for -: 'datetime.datetime' and 'NoneType',https://github.com/ansible/ansibullbot/issues/1254,,"['bug', 'P2']"
ansible/ansibullbot,still tracebacking on datetime + Nonetype,https://github.com/ansible/ansibullbot/issues/1246,,['bug']
ansible/ansibullbot,traceback: adding datetime and none,https://github.com/ansible/ansibullbot/issues/1244,,"['bug', 'P2']"
ansible/ansibullbot,reviews - TypeError: can't compare datetime.datetime to bool,https://github.com/ansible/ansibullbot/issues/822,,['bug']
inkstitch/inkstitch,DST: Colour,https://github.com/inkstitch/inkstitch/issues/2358,,"[""won't fix""]"
inkstitch/inkstitch,DST output mishandles stitches longer than 12.1mm,https://github.com/inkstitch/inkstitch/issues/99,,"['bug', 'medium']"
architecture-building-systems/CityEnergyAnalyst,"As a user, I would like the time zone to be determined from the weather file",https://github.com/architecture-building-systems/CityEnergyAnalyst/issues/1681,,"['bug', 'enhancement']"
mvantellingen/python-zeep,"TypeError exception when calling service operation with a default attribute for parameter of type dateTime ",https://github.com/mvantellingen/python-zeep/issues/395,,['bug']
mvantellingen/python-zeep,"Using zeep in Django with USE_TZ setting causes ""can't compare offset-naive and offset-aware datetimes"" error",https://github.com/mvantellingen/python-zeep/issues/97,,['bug']
rdiff-backup/rdiff-backup,[BUG] Building fails in timezone UTC+3,https://github.com/rdiff-backup/rdiff-backup/issues/902,,['bug']
rdiff-backup/rdiff-backup,[BUG] ActionListTest.test_action_listincrements fails in sufficiently-negative-from-UTC timezones,https://github.com/rdiff-backup/rdiff-backup/issues/892,,"['bug', 'triage']"
rdiff-backup/rdiff-backup,[DOC] FAQ entry on using UTC as TZ on Windows seems outdated,https://github.com/rdiff-backup/rdiff-backup/issues/692,,"['bug', 'documentation']"
postgrespro/pg_probackup,timezones with DST calculate start time incorrectly for old backups,https://github.com/postgrespro/pg_probackup/issues/144,,['bug']
dsmrreader/dsmr-reader,NonExistentTimeError for DST change in backup module,https://github.com/dsmrreader/dsmr-reader/issues/943,,['bug']
carbonblack/cbapi-python,[BUG] Cb Defense Device objects give incorrect timestamp for datetime.datetime attributes,https://github.com/carbonblack/cbapi-python/issues/214,,['bug']
